,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
1884,25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thegamblermovie.com/,284536,"[{""id"": 395, ""name"": ""gambling""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 9849, ""name"": ""beating""}, {""id"": 155841, ""name"": ""gambler""}, {""id"": 166631, ""name"": ""loan shark""}]",en,The Gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",22.622453,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Leverage Entertainment"", ""id"": 8539}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25 00:00:00,39171130,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only way out is all in,The Gambler,5.7,543
1888,23000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://www.foxmovies.com/movies/eddie-the-eagle,319888,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 3476, ""name"": ""ski jump""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14905, ""name"": ""britain""}, {""id"": 159558, ""name"": ""skiing""}, {""id"": 234095, ""name"": ""feel good""}]",en,Eddie the Eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",29.365851,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Saville Productions"", ""id"": 73620}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-26 00:00:00,46152800,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}]",Released,"Win or lose, always aim high",Eddie the Eagle,7.2,661
1909,25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.uphe.com/movies/legend-2015,276907,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 15016, ""name"": ""twins""}]",en,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",32.854557,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2015-09-09 00:00:00,42972994,131.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Love, fight, live, rule like a legend.",Legend,6.7,973
1913,25000000,"[{""id"": 18, ""name"": ""Drama""}]",,200505,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",14.17009,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-11 00:00:00,28831145,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The greatest victories don't always happen on the field.,Draft Day,6.5,304
1917,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,293646,"[{""id"": 6015, ""name"": ""mining""}, {""id"": 6460, ""name"": ""chile""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 209339, ""name"": ""mining accident""}]",en,The 33,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",10.699952,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Fabula"", ""id"": 24459}, {""name"": ""Half Circle"", ""id"": 60255}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CL"", ""name"": ""Chile""}]",2015-08-06 00:00:00,24902723,120.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hope Runs Deep,The 33,6.0,378
1955,25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,290864,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 10714, ""name"": ""serial killer""}]",cn,一個人的武林,"A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.",6.895866000000001,"[{""name"": ""Emperor Motion Pictures"", ""id"": 2726}, {""name"": ""Heart & Soul Production"", ""id"": 45424}, {""name"": ""Beijing Silver Moon Productions"", ""id"": 45425}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2014-10-31 00:00:00,0,100.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Kung Fu is a Skill for Killing,Kung Fu Jungle,6.5,114
1956,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,242166,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 9812, ""name"": ""honor""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 155333, ""name"": ""jet""}, {""id"": 162365, ""name"": ""military""}, {""id"": 186447, ""name"": ""rogue""}, {""id"": 201164, ""name"": ""squad""}, {""id"": 208456, ""name"": ""wmd""}, {""id"": 208457, ""name"": ""dog fight""}]",en,Red Sky,"Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.",3.344158,"[{""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""MVP Films"", ""id"": 37580}, {""name"": ""Invest Capital Film Group"", ""id"": 37831}, {""name"": ""Live Screen Pictures"", ""id"": 37832}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-12 00:00:00,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Go Rogue,Red Sky,4.1,26
1962,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",https://www.facebook.com/JaneGotAGunFilm/,174751,[],en,Jane Got a Gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",15.333575,"[{""name"": ""Handsomecharlie Films"", ""id"": 8873}, {""name"": ""Unanimous Pictures"", ""id"": 13242}, {""name"": ""Straight Up Films"", ""id"": 13403}, {""name"": ""1821 Pictures"", ""id"": 14358}, {""name"": ""Scott Pictures"", ""id"": 14359}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-01 00:00:00,1397284,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Jane Got a Gun,5.4,285
1963,24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,184098,[],en,Think Like a Man Too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",15.237142,"[{""name"": ""Will Packer Productions"", ""id"": 49968}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-20 00:00:00,70181428,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Think Like a Man Too,6.4,225
2010,11000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",,354110,[],en,Forsaken,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer.",11.071522,"[{""name"": ""Minds Eye Entertainment"", ""id"": 8583}, {""name"": ""Panacea Entertainment"", ""id"": 13680}, {""name"": ""Moving Pictures Media"", ""id"": 21012}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2015-09-16 00:00:00,0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Forsaken,5.8,101
2016,22500000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thewaterdiviner.com/,256917,"[{""id"": 1847, ""name"": ""istanbul""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 11007, ""name"": ""post world war i""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 173265, ""name"": ""missing in action""}, {""id"": 213295, ""name"": ""missing son""}, {""id"": 213299, ""name"": ""gallipoli campaign""}, {""id"": 228523, ""name"": ""inspired by true events""}]",en,The Water Diviner,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.",22.096286,"[{""name"": ""Hopscotch Features"", ""id"": 21079}, {""name"": ""Fear of God Films"", ""id"": 40309}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25 00:00:00,15520023,112.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,To honour a promise. To find his sons. To make his peace.,The Water Diviner,6.8,431
2025,22000000,"[{""id"": 18, ""name"": ""Drama""}]",,228194,"[{""id"": 254, ""name"": ""france""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 958, ""name"": ""indian lead""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 18035, ""name"": ""family""}]",en,The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,27.898438,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""DreamWorks Studios"", ""id"": 31893}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",2014-08-06 00:00:00,88880821,122.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,7.3,508
2028,22000000,"[{""id"": 18, ""name"": ""Drama""}]",,235260,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6506, ""name"": ""resurrection""}]",en,Son of God,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",9.175761999999999,"[{""name"": ""Hearst Entertainment Productions"", ""id"": 7483}, {""name"": ""LightWorkers Media"", ""id"": 23920}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-02-28 00:00:00,67800064,138.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Their Empire. His Kingdom.,Son of God,5.9,83
2035,0,"[{""id"": 53, ""name"": ""Thriller""}]",,205588,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 187056, ""name"": ""woman director""}]",en,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",10.547959,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""The Ink Factory"", ""id"": 28275}, {""name"": ""Potboiler Productions"", ""id"": 36615}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2016-05-05 00:00:00,9930095,108.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Who Can You Trust With The Truth?,Our Kind of Traitor,6.0,160
2041,22000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.hailcaesar-film.com/ww/,270487,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 977, ""name"": ""cat""}, {""id"": 1336, ""name"": ""ransom""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5049, ""name"": ""ancient rome""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15060, ""name"": ""period drama""}]",en,"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",39.006187,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-05 00:00:00,63647656,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lights. Camera. Abduction.,"Hail, Caesar!",5.7,1309
